State,year,pop
Tennessee,2012-01-01,6453898.0
Tennessee,2013-01-01,6494340.0
Tennessee,2014-01-01,6541223.0
Tennessee,2015-01-01,6591170.0
Tennessee,2016-01-01,6646010.0
Tennessee,2017-01-01,6708799.0
Tennessee,2018-01-01,6771631.0
Tennessee,2019-01-01,6829174.0
Texas,2001-01-01,21319622.0
Texas,2002-01-01,21690325.0
Texas,2003-01-01,22030931.0
Texas,2004-01-01,22394023.0
Texas,2005-01-01,22778123.0
Texas,2006-01-01,23359580.0
Texas,2007-01-01,23831983.0
Texas,2008-01-01,24309039.0
Texas,2009-01-01,24801761.0
Texas,2010-01-01,25241971.0
Texas,2011-01-01,25645629.0
Texas,2012-01-01,26084481.0
Texas,2013-01-01,26480266.0
Texas,2014-01-01,26964333.0
Texas,2015-01-01,27470056.0
Texas,2016-01-01,27914410.0
Texas,2017-01-01,28295273.0
Texas,2018-01-01,28628666.0
Texas,2019-01-01,28995881.0
Utah,2001-01-01,2283715.0
Utah,2002-01-01,2324815.0
Utah,2003-01-01,2360137.0
Utah,2004-01-01,2401580.0
Utah,2005-01-01,2457719.0
Utah,2006-01-01,2525507.0
Utah,2007-01-01,2597746.0
Utah,2008-01-01,2663029.0
Utah,2009-01-01,2723421.0
Utah,2010-01-01,2775332.0
Utah,2011-01-01,2814384.0
Utah,2012-01-01,2853375.0
Utah,2013-01-01,2897640.0
Utah,2014-01-01,2936879.0
Utah,2015-01-01,2981835.0
Utah,2016-01-01,3041868.0
Utah,2017-01-01,3101042.0
Utah,2018-01-01,3153550.0
Utah,2019-01-01,3205958.0
Vermont,2001-01-01,612223.0
Vermont,2002-01-01,615442.0
Vermont,2003-01-01,617858.0
Vermont,2004-01-01,619920.0
Vermont,2005-01-01,621215.0
Vermont,2006-01-01,622892.0
Vermont,2007-01-01,623481.0
Vermont,2008-01-01,624151.0
Vermont,2009-01-01,624817.0
Vermont,2010-01-01,625879.0
Vermont,2011-01-01,627049.0
Vermont,2012-01-01,626090.0
Vermont,2013-01-01,626210.0
Vermont,2014-01-01,625214.0
Vermont,2015-01-01,625216.0
Vermont,2016-01-01,623657.0
Vermont,2017-01-01,624344.0
Vermont,2018-01-01,624358.0
Vermont,2019-01-01,623989.0
Virginia,2001-01-01,7198362.0
Virginia,2002-01-01,7286873.0
Virginia,2003-01-01,7366977.0
Virginia,2004-01-01,7475575.0
Virginia,2005-01-01,7577105.0
Virginia,2006-01-01,7673725.0
Virginia,2007-01-01,7751000.0
Virginia,2008-01-01,7833496.0
Virginia,2009-01-01,7925937.0
Virginia,2010-01-01,8023699.0
Virginia,2011-01-01,8101155.0
Virginia,2012-01-01,8185080.0
Virginia,2013-01-01,8252427.0
Virginia,2014-01-01,8310993.0
Virginia,2015-01-01,8361808.0
Virginia,2016-01-01,8410106.0
Virginia,2017-01-01,8463587.0
Virginia,2018-01-01,8501286.0
Virginia,2019-01-01,8535519.0
Washington,2001-01-01,5985722.0
Washington,2002-01-01,6052349.0
Washington,2003-01-01,6104115.0
Washington,2004-01-01,6178645.0
Washington,2005-01-01,6257305.0
Washington,2006-01-01,6370753.0
Washington,2007-01-01,6461587.0
Washington,2008-01-01,6562231.0
Washington,2009-01-01,6667426.0
Washington,2010-01-01,6742830.0
Washington,2011-01-01,6826627.0
Washington,2012-01-01,6897058.0
Washington,2013-01-01,6963985.0
Washington,2014-01-01,7054655.0
Washington,2015-01-01,7163657.0
Washington,2016-01-01,7294771.0
Washington,2017-01-01,7423362.0
Washington,2018-01-01,7523869.0
Washington,2019-01-01,7614893.0
West Virginia,2001-01-01,1801481.0
West Virginia,2002-01-01,1805414.0
West Virginia,2003-01-01,1812295.0
West Virginia,2004-01-01,1816438.0
West Virginia,2005-01-01,1820492.0
West Virginia,2006-01-01,1827912.0
West Virginia,2007-01-01,1834052.0
West Virginia,2008-01-01,1840310.0
West Virginia,2009-01-01,1847775.0
West Virginia,2010-01-01,1854239.0
West Virginia,2011-01-01,1856301.0
West Virginia,2012-01-01,1856872.0
West Virginia,2013-01-01,1853914.0
West Virginia,2014-01-01,1849489.0
West Virginia,2015-01-01,1842050.0
West Virginia,2016-01-01,1831023.0
West Virginia,2017-01-01,1817004.0
West Virginia,2018-01-01,1804291.0
West Virginia,2019-01-01,1792147.0
Wisconsin,2001-01-01,5406835.0
Wisconsin,2002-01-01,5445162.0
Wisconsin,2003-01-01,5479203.0
Wisconsin,2004-01-01,5514026.0
Wisconsin,2005-01-01,5546166.0
Wisconsin,2006-01-01,5577655.0
Wisconsin,2007-01-01,5610775.0
Wisconsin,2008-01-01,5640996.0
Wisconsin,2009-01-01,5669264.0
Wisconsin,2010-01-01,5690475.0
Wisconsin,2011-01-01,5705288.0
Wisconsin,2012-01-01,5719960.0
Wisconsin,2013-01-01,5736754.0
Wisconsin,2014-01-01,5751525.0
Wisconsin,2015-01-01,5760940.0
Wisconsin,2016-01-01,5772628.0
Wisconsin,2017-01-01,5790186.0
Wisconsin,2018-01-01,5807406.0
Wisconsin,2019-01-01,5822434.0
Wyoming,2001-01-01,494657.0
Wyoming,2002-01-01,500017.0
Wyoming,2003-01-01,503453.0
Wyoming,2004-01-01,509106.0
Wyoming,2005-01-01,514157.0
Wyoming,2006-01-01,522667.0
Wyoming,2007-01-01,534876.0
Wyoming,2008-01-01,546043.0
Wyoming,2009-01-01,559851.0
Wyoming,2010-01-01,564487.0
Wyoming,2011-01-01,567299.0
Wyoming,2012-01-01,576305.0
Wyoming,2013-01-01,582122.0
Wyoming,2014-01-01,582531.0
Wyoming,2015-01-01,585613.0
Wyoming,2016-01-01,584215.0
Wyoming,2017-01-01,578931.0
Wyoming,2018-01-01,577601.0
Wyoming,2019-01-01,578759.0
